teamAbbr|teamId|teamName|headCoach|displayName|jerseyNumber|position|age|height|weightPounds|college|salaryUsd
MIN|minnesota-timberwolves|Minnesota Timberwolves|Chris Finch|Naz Reid|11|C|26|6' 9"|264|LSU|21551724
MIN|minnesota-timberwolves|Minnesota Timberwolves|Chris Finch|Terrence Shannon Jr.|1|G|25|6' 6"|215|Illinois|2674080
MIN|minnesota-timberwolves|Minnesota Timberwolves|Chris Finch|Rocco Zikarsky|44|C|19|7' 3"|227|--|--
