teamAbbr|teamId|teamName|headCoach|displayName|jerseyNumber|position|age|height|weightPounds|college|salaryUsd
LAL|los-angeles-lakers|Los Angeles Lakers|JJ Redick|Drew Timme|17|F|25|6' 10"|235|Gonzaga|1955377
LAL|los-angeles-lakers|Los Angeles Lakers|JJ Redick|Jarred Vanderbilt|2|F|27|6' 8"|214|Kentucky|11571429
