teamAbbr|teamId|teamName|headCoach|displayName|jerseyNumber|position|age|height|weightPounds|college|salaryUsd
DET|detroit-pistons|Detroit Pistons|J.B. Bickerstaff|Isaiah Stewart|28|F|25|6' 8"|250|Washington|15000000
DET|detroit-pistons|Detroit Pistons|J.B. Bickerstaff|Ausar Thompson|9|G|23|6' 7"|205|--|8775000
